order_rank,gene,block,serves,why,max_pct,max_mean,max_spec_panel,tenx_ensembl_ids,tenx_designable_matches,tenx_on_no_probe_list,ncbi_gene_id,ncbi_description,ncbi_gene_type,ncbi_nomenclature_status,ncbi_modified,gtf_ensembl_ids,gtf_gene_types,gtf_transcript_count,gtf_transcript_types,allen_max_pct_full,allen_max_pct_anchor,allen_median_pct_across_anchors,allen_n_anchors_ge50,allen_max_pct_ORBm,allen_max_pct_BMAp,target_type,symbol_qc,tenx_design_qc,isoform_qc,detectability_tier,overall_pre_vendor_status
223,Adra1b,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 9 subclasses,Enriched in 9 PL-ILA-ORB subclasses (glut 5 / GABA 4) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000050541,1.0,False,11548,"adrenergic receptor, alpha 1b",protein-coding,O,20260818,ENSMUSG00000050541,protein_coding,4.0,lncRNA; protein_coding,75.49588037839487,046 Vip Gaba,17.08041486488317,3.0,75.49588037839487,27.61467889908257,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
224,Htr6,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 8 subclasses,Enriched in 8 PL-ILA-ORB subclasses (glut 7 / GABA 1) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000028747,1.0,False,15565,5-hydroxytryptamine (serotonin) receptor 6,protein-coding,O,20260910,ENSMUSG00000028747,protein_coding,2.0,protein_coding,5.230199329687776,004 L6 IT CTX Glut,2.74660071555177,0.0,5.230199329687776,3.539156626506025,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
225,Sstr4,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 8 subclasses,Enriched in 8 PL-ILA-ORB subclasses (glut 7 / GABA 1) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000037014,1.0,False,20608,somatostatin receptor 4,protein-coding,O,20260910,ENSMUSG00000037014,protein_coding,1.0,protein_coding,1.364001069804761,022 L5 ET CTX Glut,0.3248438665120117,0.0,1.364001069804761,1.229919678714859,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,VERY_LOW_<5pct,PASS_DESIGN_REVIEW_SPARSE_SIGNAL
226,S1pr3,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 8 subclasses,Enriched in 8 PL-ILA-ORB subclasses (glut 6 / GABA 2) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000067586,1.0,False,13610,sphingosine-1-phosphate receptor 3,protein-coding,O,20260910,ENSMUSG00000067586,protein_coding,1.0,protein_coding,24.32165065008479,006 L4/5 IT CTX Glut,9.908920294931185,0.0,24.32165065008479,15.96330275229358,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
227,Gpr12,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 8 subclasses,Enriched in 8 PL-ILA-ORB subclasses (glut 0 / GABA 8) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000041468,1.0,False,14738,G-protein coupled receptor 12,protein-coding,O,20260910,ENSMUSG00000041468,protein_coding,5.0,protein_coding; retained_intron,47.94176706827309,012 MEA Slc17a7 Glut,17.91215260491983,0.0,30.05557930739633,47.94176706827309,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
228,Vipr2,18_expanded_BMAp,"BMAp marker :: spec 0.42, 082 CEA-BST Ebf1 Pdyn Gaba","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.42, detected in 8% of cells, top anchor 082 CEA-BST Ebf1 Pdyn Gaba. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000011171,1.0,False,22355,vasoactive intestinal peptide receptor 2,protein-coding,O,20260910,ENSMUSG00000011171,protein_coding,6.0,lncRNA; protein_coding; retained_intron,8.182601205857019,082 CEA-BST Ebf1 Pdyn Gaba,0.2591451340055163,0.0,0.7018614586512053,8.182601205857019,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
229,Sfrp1,18_expanded_BMAp,"BMAp marker :: spec 0.89, 119 SI-MA-LPO-LHA Skor1 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.89, detected in 21% of cells, top anchor 119 SI-MA-LPO-LHA Skor1 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000031548,1.0,False,20377,secreted frizzled-related protein 1,protein-coding,O,20260910,ENSMUSG00000031548,protein_coding,1.0,protein_coding,21.07738349722103,049 Lamp5 Gaba,1.146324550651411,0.0,21.07738349722103,20.87155963302752,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
230,Glipr1,18_expanded_BMAp,"BMAp marker :: spec 0.88, 113 MEA-COA-BMA Ccdc42 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.88, detected in 22% of cells, top anchor 113 MEA-COA-BMA Ccdc42 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000056888,1.0,False,73690,GLI pathogenesis related 1,protein-coding,O,20260910,ENSMUSG00000056888,protein_coding,5.0,lncRNA; protein_coding,21.98052620675368,113 MEA-COA-BMA Ccdc42 Glut,3.553023875220624,0.0,8.467101781619334,21.98052620675368,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
231,Vdr,18_expanded_BMAp,"BMAp marker :: spec 0.87, 082 CEA-BST Ebf1 Pdyn Gaba","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.87, detected in 11% of cells, top anchor 082 CEA-BST Ebf1 Pdyn Gaba. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000022479,1.0,False,22337,"vitamin D (1,25-dihydroxyvitamin D3) receptor",protein-coding,O,20260910,ENSMUSG00000022479,protein_coding,6.0,protein_coding; retained_intron,11.24031007751938,082 CEA-BST Ebf1 Pdyn Gaba,0.811685290903309,0.0,3.506596008569174,11.24031007751938,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
232,Mgp,18_expanded_BMAp,"BMAp marker :: spec 0.79, 012 MEA Slc17a7 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.79, detected in 16% of cells, top anchor 012 MEA Slc17a7 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000030218,1.0,False,17313,matrix Gla protein,protein-coding,O,20260910,ENSMUSG00000030218,protein_coding,2.0,protein_coding; retained_intron,15.83835341365462,012 MEA Slc17a7 Glut,0.4750895485861335,0.0,11.59093471642801,15.83835341365462,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
233,Ctxn3,18_expanded_BMAp,"BMAp marker :: spec 0.70, 120 MEA Otp Foxp2 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.70, detected in 16% of cells, top anchor 120 MEA Otp Foxp2 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000069372,1.0,False,629147,cortexin 3,protein-coding,O,20260807,ENSMUSG00000069372,protein_coding,3.0,protein_coding,15.82446808510638,120 MEA Otp Foxp2 Glut,0.7356104486873398,0.0,11.19630172510993,15.82446808510638,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
234,Rasa4,18_expanded_BMAp,"BMAp marker :: spec 0.70, 119 SI-MA-LPO-LHA Skor1 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.70, detected in 20% of cells, top anchor 119 SI-MA-LPO-LHA Skor1 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000004952,1.0,False,54153,RAS p21 protein activator 4,protein-coding,O,20260910,ENSMUSG00000004952,protein_coding,13.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,20.27522935779817,119 SI-MA-LPO-LHA Skor1 Glut,2.749046155904491,0.0,13.49632560768796,20.27522935779817,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
235,Upk1b,18_expanded_BMAp,"BMAp marker :: spec 0.70, 113 MEA-COA-BMA Ccdc42 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.70, detected in 18% of cells, top anchor 113 MEA-COA-BMA Ccdc42 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000049436,1.0,False,22268,uroplakin 1B,protein-coding,O,20260910,ENSMUSG00000049436,protein_coding,2.0,protein_coding; retained_intron,17.62999792831987,113 MEA-COA-BMA Ccdc42 Glut,0.2641556136272707,0.0,0.5081572612998128,17.62999792831987,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
236,C1ql1,18_expanded_BMAp,"BMAp marker :: spec 0.61, 119 SI-MA-LPO-LHA Skor1 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.61, detected in 12% of cells, top anchor 119 SI-MA-LPO-LHA Skor1 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000045532,1.0,False,23829,"complement component 1, q subcomponent-like 1",protein-coding,O,20260825,ENSMUSG00000045532,protein_coding,1.0,protein_coding,12.38532110091743,119 SI-MA-LPO-LHA Skor1 Glut,0.4689771858782894,0.0,4.028074458346048,12.38532110091743,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,LOW_5-20pct,PASS_PRE_VENDOR_QC
237,C1ql2,18_expanded_BMAp,"BMAp marker :: spec 0.49, 012 MEA Slc17a7 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.49, detected in 10% of cells, top anchor 012 MEA Slc17a7 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000036907,1.0,False,226359,"complement component 1, q subcomponent-like 2",protein-coding,O,20260807,ENSMUSG00000036907,protein_coding,1.0,protein_coding,10.11546184738956,012 MEA Slc17a7 Glut,0.2000349452613159,0.0,0.8825889275207275,10.11546184738956,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,LOW_5-20pct,PASS_PRE_VENDOR_QC
238,Rbms3,18_expanded_BMAp,"BMAp marker :: spec 0.48, 120 MEA Otp Foxp2 Glut","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.48, detected in 100% of cells, top anchor 120 MEA Otp Foxp2 Glut. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000039607,1.0,False,207181,"RNA binding motif, single stranded interacting protein",protein-coding,O,20260818,ENSMUSG00000039607,protein_coding,13.0,lncRNA; protein_coding; retained_intron,99.46808510638297,120 MEA Otp Foxp2 Glut,88.65730555211465,14.0,98.67549668874173,99.46808510638297,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
239,Pnoc,18_expanded_BMAp,"BMAp marker :: spec 0.43, 074 MEA-BST Lhx6 Sp9 Gaba","From the Berg & Scherrer GSE283418 amygdala panel. Allen BMAp specificity 0.43, detected in 44% of cells, top anchor 074 MEA-BST Lhx6 Sp9 Gaba. Below the 1.0 cutoff used for the 100-slot design, kept here because slots are not scarce.",,,,ENSMUSG00000045731,1.0,False,18155,prepronociceptin,protein-coding,O,20260807,ENSMUSG00000045731,protein_coding,2.0,protein_coding,81.4450619923044,049 Lamp5 Gaba,6.221350598166438,1.0,81.4450619923044,44.11081875870608,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
240,Maf,19_expanded_L5IT_separator,"L5 IT separator :: vs L2/3 IT CTX Glut, log2 gap 1.45","Closes an L5 IT separability gap: 36% of L5 IT cells vs 13% of 007 L2/3 IT CTX Glut, log2 gap 1.45; separates L5 IT from 6 of its 11 neighbours. L5 IT has only one exclusive gene (Bdnf), so these widen the thinnest margin in the design.",,,,ENSMUSG00000055435,1.0,False,17132,MAF bZIP transcription factor,protein-coding,O,20260915,ENSMUSG00000055435,protein_coding,2.0,protein_coding,91.44933732364258,049 Lamp5 Gaba,11.52951316874258,4.0,91.44933732364258,23.88175205076613,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
241,Ptpru,19_expanded_L5IT_separator,"L5 IT separator :: vs L4/5 IT CTX Glut, log2 gap 1.35","Closes an L5 IT separability gap: 34% of L5 IT cells vs 12% of 006 L4/5 IT CTX Glut, log2 gap 1.35; separates L5 IT from 3 of its 11 neighbours. L5 IT has only one exclusive gene (Bdnf), so these widen the thinnest margin in the design.",,,,ENSMUSG00000028909,1.0,False,19273,protein tyrosine phosphatase receptor type U,protein-coding,O,20260807,ENSMUSG00000028909,protein_coding,8.0,lncRNA; protein_coding; retained_intron,77.70642201834862,119 SI-MA-LPO-LHA Skor1 Glut,38.49619299265314,4.0,66.65196683718469,77.70642201834862,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
242,Rai14,19_expanded_L5IT_separator,"L5 IT separator :: vs L2/3 IT CTX Glut, log2 gap 2.16","Closes an L5 IT separability gap: 41% of L5 IT cells vs 4% of 007 L2/3 IT CTX Glut, log2 gap 2.16; separates L5 IT from 6 of its 11 neighbours. L5 IT has only one exclusive gene (Bdnf), so these widen the thinnest margin in the design.",,,,ENSMUSG00000022246,1.0,False,75646,retinoic acid induced 14,protein-coding,O,20260910,ENSMUSG00000022246,protein_coding,7.0,lncRNA; protein_coding; retained_intron,86.50693568726355,029 L6b CTX Glut,5.246732088421632,3.0,86.50693568726355,9.876543209876543,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
243,Sema5a,19_expanded_L5IT_separator,"L5 IT separator :: vs L2/3 IT CTX Glut, log2 gap 1.50","Closes an L5 IT separability gap: 30% of L5 IT cells vs 6% of 007 L2/3 IT CTX Glut, log2 gap 1.50; separates L5 IT from 3 of its 11 neighbours. L5 IT has only one exclusive gene (Bdnf), so these widen the thinnest margin in the design.",,,,ENSMUSG00000022231,1.0,False,20356,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",protein-coding,O,20260818,ENSMUSG00000022231,protein_coding,9.0,lncRNA; protein_coding; retained_intron,95.73233892686969,113 MEA-COA-BMA Ccdc42 Glut,54.25710009851316,12.0,91.92938209331652,95.73233892686969,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
244,Sema5b,19_expanded_L5IT_separator,"L5 IT separator :: vs L4/5 IT CTX Glut, log2 gap 1.14","Closes an L5 IT separability gap: 28% of L5 IT cells vs 9% of 006 L4/5 IT CTX Glut, log2 gap 1.14; separates L5 IT from 4 of its 11 neighbours. L5 IT has only one exclusive gene (Bdnf), so these widen the thinnest margin in the design.",,,,ENSMUSG00000052133,1.0,False,20357,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",protein-coding,O,20260910,ENSMUSG00000052133,protein_coding,8.0,lncRNA; protein_coding; retained_intron,75.85119798234552,029 L6b CTX Glut,10.57611414637287,6.0,75.85119798234552,51.05504587155963,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
245,Thsd7b,19_expanded_L5IT_separator,"L5 IT separator :: vs L2/3 IT CTX Glut, log2 gap 2.22","Closes an L5 IT separability gap: 42% of L5 IT cells vs 9% of 007 L2/3 IT CTX Glut, log2 gap 2.22; separates L5 IT from 3 of its 11 neighbours. L5 IT has only one exclusive gene (Bdnf), so these widen the thinnest margin in the design.",,,,ENSMUSG00000042581,1.0,False,210417,"thrombospondin, type I, domain containing 7B",protein-coding,O,20260910,ENSMUSG00000042581,protein_coding,9.0,lncRNA; protein_coding; retained_intron,91.79601920477323,030 L6 CT CTX Glut,55.82414242692943,11.0,91.79601920477323,79.46787148594377,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
